Atlas	Species	Section	Developmental stage	Sex	Technology	Kind	Tissue	Disease	Spatial clustering	H&E	Download	ExploreId	n_obs	n_genes
SCDS0000309	Homo sapiens / 人	GSM6668949_processed.h5ad	GSM6668949		10x Genomics Chromium	snrna	Blood	No irae	https://db.cngb.org/cdcp/dataset/SCDS0000309		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000309/SCSP0003353/GSM6668949_processed.h5ad	cdcp_SCDS0000309_GSM6668949	7680	20127
SCDS0000309	Homo sapiens / 人	GSM6668945_processed.h5ad	GSM6668945		10x Genomics Chromium	snrna	Blood	Pneumonitis	https://db.cngb.org/cdcp/dataset/SCDS0000309		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000309/SCSP0003349/GSM6668945_processed.h5ad	cdcp_SCDS0000309_GSM6668945	7967	19951
SCDS0000309	Homo sapiens / 人	GSM6668932_processed.h5ad	GSM6668932		10x Genomics Chromium	snrna	Blood	Thyroiditis	https://db.cngb.org/cdcp/dataset/SCDS0000309		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000309/SCSP0003357/GSM6668932_processed.h5ad	cdcp_SCDS0000309_GSM6668932	12711	19955
SCDS0000309	Homo sapiens / 人	GSM6668958_processed.h5ad	GSM6668958		10x Genomics Chromium	snrna	Blood	Pneumonitis	https://db.cngb.org/cdcp/dataset/SCDS0000309		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000309/SCSP0003352/GSM6668958_processed.h5ad	cdcp_SCDS0000309_GSM6668958	2440	15370
SCDS0000309	Homo sapiens / 人	GSM6668927_processed.h5ad	GSM6668927		10x Genomics Chromium	snrna	Blood	Arthritis	https://db.cngb.org/cdcp/dataset/SCDS0000309		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000309/SCSP0003350/GSM6668927_processed.h5ad	cdcp_SCDS0000309_GSM6668927	5672	19230
SCDS0000309	Homo sapiens / 人	GSM6668963_processed.h5ad	GSM6668963		10x Genomics Chromium	snrna	Blood	No irae	https://db.cngb.org/cdcp/dataset/SCDS0000309		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000309/SCSP0003351/GSM6668963_processed.h5ad	cdcp_SCDS0000309_GSM6668963	4089	16831
SCDS0000309	Homo sapiens / 人	GSM6668950_processed.h5ad	GSM6668950		10x Genomics Chromium	snrna	Blood	No irae	https://db.cngb.org/cdcp/dataset/SCDS0000309		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000309/SCSP0003356/GSM6668950_processed.h5ad	cdcp_SCDS0000309_GSM6668950	4548	19598
SCDS0000309	Homo sapiens / 人	GSM6668967_processed.h5ad	GSM6668967		10x Genomics Chromium	snrna	Blood	No irae	https://db.cngb.org/cdcp/dataset/SCDS0000309		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000309/SCSP0003354/GSM6668967_processed.h5ad	cdcp_SCDS0000309_GSM6668967	3478	16926
SCDS0000309	Homo sapiens / 人	GSM6668941_processed.h5ad	GSM6668941		10x Genomics Chromium	snrna	Blood	No irae	https://db.cngb.org/cdcp/dataset/SCDS0000309		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000309/SCSP0003355/GSM6668941_processed.h5ad	cdcp_SCDS0000309_GSM6668941	5838	18828
SCDS0000309	Homo sapiens / 人	GSM6668954_processed.h5ad	GSM6668954		10x Genomics Chromium	snrna	Blood	Pneumonitis	https://db.cngb.org/cdcp/dataset/SCDS0000309		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000309/SCSP0003348/GSM6668954_processed.h5ad	cdcp_SCDS0000309_GSM6668954	2263	16406
SCDS0000310	Homo sapiens / 人	GSM4455937_processed.h5ad	GSM4455937		10x Genomics Chromium	snrna	Lymp, Blood, Skin	Melanoma	https://db.cngb.org/cdcp/dataset/SCDS0000310		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000310/SCSP0003359/GSM4455937_processed.h5ad	cdcp_SCDS0000310_GSM4455937	6445	16792
SCDS0000310	Homo sapiens / 人	GSM4455938_processed.h5ad	GSM4455938		10x Genomics Chromium	snrna	Lymp, Blood, Skin	Melanoma	https://db.cngb.org/cdcp/dataset/SCDS0000310		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000310/SCSP0003362/GSM4455938_processed.h5ad	cdcp_SCDS0000310_GSM4455938	4032	17795
SCDS0000310	Homo sapiens / 人	GSM4455931_processed.h5ad	GSM4455931		10x Genomics Chromium	snrna	Lymp, Blood, Skin	Melanoma	https://db.cngb.org/cdcp/dataset/SCDS0000310		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000310/SCSP0003361/GSM4455931_processed.h5ad	cdcp_SCDS0000310_GSM4455931	3116	17715
SCDS0000310	Homo sapiens / 人	GSM4455933_processed.h5ad	GSM4455933		10x Genomics Chromium	snrna	Lymp, Blood, Skin	Melanoma	https://db.cngb.org/cdcp/dataset/SCDS0000310		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000310/SCSP0003358/GSM4455933_processed.h5ad	cdcp_SCDS0000310_GSM4455933	6511	19129
SCDS0000310	Homo sapiens / 人	GSM4455935_processed.h5ad	GSM4455935		10x Genomics Chromium	snrna	Lymp, Blood, Skin	Melanoma	https://db.cngb.org/cdcp/dataset/SCDS0000310		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000310/SCSP0003360/GSM4455935_processed.h5ad	cdcp_SCDS0000310_GSM4455935	2337	17349
SCDS0000310	Homo sapiens / 人	GSM4455932_processed.h5ad	GSM4455932		10x Genomics Chromium	snrna	Lymp, Blood, Skin	Melanoma	https://db.cngb.org/cdcp/dataset/SCDS0000310		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000310/SCSP0003363/GSM4455932_processed.h5ad	cdcp_SCDS0000310_GSM4455932	5494	17365
SCDS0000311	Mastacembelus armatus / Mastacembelus armatus	GSM5333024_processed.h5ad	GSM5333024		10x Genomics Chromium	snrna	Ovotestes		https://db.cngb.org/cdcp/dataset/SCDS0000311		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000311/SCSP0003364/GSM5333024_processed.h5ad	cdcp_SCDS0000311_GSM5333024	2767	16731
SCDS0000312	Homo sapiens / 人	GSM5628938_processed.h5ad	GSM5628938		10x Genomics Chromium	snrna	Lung, Nasopharynx	Copd	https://db.cngb.org/cdcp/dataset/SCDS0000312		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000312/SCSP0003365/GSM5628938_processed.h5ad	cdcp_SCDS0000312_GSM5628938	7720	25023
SCDS0000312	Homo sapiens / 人	GSM5628935_processed.h5ad	GSM5628935		10x Genomics Chromium	snrna	Lung, Nasopharynx	Non-diseased	https://db.cngb.org/cdcp/dataset/SCDS0000312		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000312/SCSP0003367/GSM5628935_processed.h5ad	cdcp_SCDS0000312_GSM5628935	4050	25702
SCDS0000312	Homo sapiens / 人	GSM5628937_processed.h5ad	GSM5628937		10x Genomics Chromium	snrna	Lung, Nasopharynx	Non-diseased	https://db.cngb.org/cdcp/dataset/SCDS0000312		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000312/SCSP0003368/GSM5628937_processed.h5ad	cdcp_SCDS0000312_GSM5628937	4846	26474
SCDS0000312	Homo sapiens / 人	GSM5628936_processed.h5ad	GSM5628936		10x Genomics Chromium	snrna	Lung, Nasopharynx	Copd	https://db.cngb.org/cdcp/dataset/SCDS0000312		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000312/SCSP0003366/GSM5628936_processed.h5ad	cdcp_SCDS0000312_GSM5628936	3700	26224
SCDS0000313	Homo sapiens / 人	GSM3309835_processed.h5ad	GSM3309835		10x Genomics Chromium	snrna	Bone marrow, Blood	Myelofibrosis	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003372/GSM3309835_processed.h5ad	cdcp_SCDS0000313_GSM3309835	4021	16768
SCDS0000313	Homo sapiens / 人	GSM3739219_processed.h5ad	GSM3739219		10x Genomics Chromium	snrna	Bone marrow, Blood	Myelofibrosis	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003374/GSM3739219_processed.h5ad	cdcp_SCDS0000313_GSM3739219	3487	19901
SCDS0000313	Homo sapiens / 人	GSM3309836_processed.h5ad	GSM3309836		10x Genomics Chromium	snrna	Bone marrow, Blood	Myelofibrotic myeloid neoplasm	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003379/GSM3309836_processed.h5ad	cdcp_SCDS0000313_GSM3309836	8729	20207
SCDS0000313	Homo sapiens / 人	GSM3739222_processed.h5ad	GSM3739222		10x Genomics Chromium	snrna	Bone marrow, Blood	Thrombocythaemia	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003376/GSM3739222_processed.h5ad	cdcp_SCDS0000313_GSM3739222	4790	19268
SCDS0000313	Homo sapiens / 人	GSM3309834_processed.h5ad	GSM3309834		10x Genomics Chromium	snrna	Bone marrow, Blood	Thrombocythaemia	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003375/GSM3309834_processed.h5ad	cdcp_SCDS0000313_GSM3309834	3616	19765
SCDS0000313	Homo sapiens / 人	GSM3739218_processed.h5ad	GSM3739218		10x Genomics Chromium	snrna	Bone marrow, Blood	Thrombocythaemia	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003369/GSM3739218_processed.h5ad	cdcp_SCDS0000313_GSM3739218	4674	20703
SCDS0000313	Homo sapiens / 人	GSM3739221_processed.h5ad	GSM3739221		10x Genomics Chromium	snrna	Bone marrow, Blood	Myelofibrosis	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003371/GSM3739221_processed.h5ad	cdcp_SCDS0000313_GSM3739221	4116	20423
SCDS0000313	Homo sapiens / 人	GSM3309832_processed.h5ad	GSM3309832		10x Genomics Chromium	snrna	Bone marrow, Blood	Thrombocythaemia	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003377/GSM3309832_processed.h5ad	cdcp_SCDS0000313_GSM3309832	6895	19027
SCDS0000313	Homo sapiens / 人	GSM3739220_processed.h5ad	GSM3739220		10x Genomics Chromium	snrna	Bone marrow, Blood	Myelofibrosis	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003373/GSM3739220_processed.h5ad	cdcp_SCDS0000313_GSM3739220	5211	20489
SCDS0000313	Homo sapiens / 人	GSM3309833_processed.h5ad	GSM3309833		10x Genomics Chromium	snrna	Bone marrow, Blood	Thrombocythaemia	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003370/GSM3309833_processed.h5ad	cdcp_SCDS0000313_GSM3309833	1209	19106
SCDS0000313	Homo sapiens / 人	GSM3739217_processed.h5ad	GSM3739217		10x Genomics Chromium	snrna	Bone marrow, Blood	Thrombocythaemia	https://db.cngb.org/cdcp/dataset/SCDS0000313		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000313/SCSP0003378/GSM3739217_processed.h5ad	cdcp_SCDS0000313_GSM3739217	5189	20345
SCDS0000314	Homo sapiens / 人	GSM5517031_processed.h5ad	GSM5517031		10x Genomics Chromium	snrna	Stem cell		https://db.cngb.org/cdcp/dataset/SCDS0000314		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000314/SCSP0003380/GSM5517031_processed.h5ad	cdcp_SCDS0000314_GSM5517031	12948	27733
SCDS0000315	Homo sapiens / 人	GSM5127848_processed.h5ad	GSM5127848		10x Genomics Chromium	snrna	IPSCs		https://db.cngb.org/cdcp/dataset/SCDS0000315		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000315/SCSP0003381/GSM5127848_processed.h5ad	cdcp_SCDS0000315_GSM5127848	1987	22129
SCDS0000315	Homo sapiens / 人	GSM5127847_processed.h5ad	GSM5127847		10x Genomics Chromium	snrna	IPSCs		https://db.cngb.org/cdcp/dataset/SCDS0000315		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000315/SCSP0003382/GSM5127847_processed.h5ad	cdcp_SCDS0000315_GSM5127847	1615	21713
SCDS0000316	Homo sapiens / 人	GSM5555365_processed.h5ad	GSM5555365		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003391/GSM5555365_processed.h5ad	cdcp_SCDS0000316_GSM5555365	2947	21306
SCDS0000316	Homo sapiens / 人	GSM5555366_processed.h5ad	GSM5555366		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003387/GSM5555366_processed.h5ad	cdcp_SCDS0000316_GSM5555366	3416	22159
SCDS0000316	Homo sapiens / 人	GSM5555376_processed.h5ad	GSM5555376		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003397/GSM5555376_processed.h5ad	cdcp_SCDS0000316_GSM5555376	2762	23062
SCDS0000316	Homo sapiens / 人	GSM5555364_processed.h5ad	GSM5555364		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003383/GSM5555364_processed.h5ad	cdcp_SCDS0000316_GSM5555364	7130	21628
SCDS0000316	Homo sapiens / 人	GSM5555375_processed.h5ad	GSM5555375		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003388/GSM5555375_processed.h5ad	cdcp_SCDS0000316_GSM5555375	5411	23603
SCDS0000316	Homo sapiens / 人	GSM5555377_processed.h5ad	GSM5555377		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003386/GSM5555377_processed.h5ad	cdcp_SCDS0000316_GSM5555377	2630	22853
SCDS0000316	Homo sapiens / 人	GSM5555373_processed.h5ad	GSM5555373		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003384/GSM5555373_processed.h5ad	cdcp_SCDS0000316_GSM5555373	6730	24057
SCDS0000316	Homo sapiens / 人	GSM5555374_processed.h5ad	GSM5555374		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003392/GSM5555374_processed.h5ad	cdcp_SCDS0000316_GSM5555374	4584	22959
SCDS0000316	Homo sapiens / 人	GSM5555363_processed.h5ad	GSM5555363		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003398/GSM5555363_processed.h5ad	cdcp_SCDS0000316_GSM5555363	7067	22062
SCDS0000316	Homo sapiens / 人	GSM5555367_processed.h5ad	GSM5555367		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003396/GSM5555367_processed.h5ad	cdcp_SCDS0000316_GSM5555367	3549	22159
SCDS0000316	Homo sapiens / 人	GSM5555370_processed.h5ad	GSM5555370		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003393/GSM5555370_processed.h5ad	cdcp_SCDS0000316_GSM5555370	7010	24013
SCDS0000316	Homo sapiens / 人	GSM5555371_processed.h5ad	GSM5555371		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003389/GSM5555371_processed.h5ad	cdcp_SCDS0000316_GSM5555371	9742	25027
SCDS0000316	Homo sapiens / 人	GSM5555378_processed.h5ad	GSM5555378		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003395/GSM5555378_processed.h5ad	cdcp_SCDS0000316_GSM5555378	2537	23010
SCDS0000316	Homo sapiens / 人	GSM5555369_processed.h5ad	GSM5555369		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003394/GSM5555369_processed.h5ad	cdcp_SCDS0000316_GSM5555369	5278	21257
SCDS0000316	Homo sapiens / 人	GSM5555379_processed.h5ad	GSM5555379		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003390/GSM5555379_processed.h5ad	cdcp_SCDS0000316_GSM5555379	8392	24997
SCDS0000316	Homo sapiens / 人	GSM5555368_processed.h5ad	GSM5555368		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003385/GSM5555368_processed.h5ad	cdcp_SCDS0000316_GSM5555368	3675	22482
SCDS0000316	Homo sapiens / 人	GSM5555372_processed.h5ad	GSM5555372		10x Genomics Chromium	snrna		Malignant peripheral nerve sheat	https://db.cngb.org/cdcp/dataset/SCDS0000316		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000316/SCSP0003399/GSM5555372_processed.h5ad	cdcp_SCDS0000316_GSM5555372	8687	24541
SCDS0000317	Homo sapiens / 人	GSM6376815_processed.h5ad	GSM6376815		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003412/GSM6376815_processed.h5ad	cdcp_SCDS0000317_GSM6376815	707	20267
SCDS0000317	Homo sapiens / 人	GSM6376821_processed.h5ad	GSM6376821		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003402/GSM6376821_processed.h5ad	cdcp_SCDS0000317_GSM6376821	1661	23044
SCDS0000317	Homo sapiens / 人	GSM6376820_processed.h5ad	GSM6376820		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003415/GSM6376820_processed.h5ad	cdcp_SCDS0000317_GSM6376820	358	18921
SCDS0000317	Homo sapiens / 人	GSM6376818_processed.h5ad	GSM6376818		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003407/GSM6376818_processed.h5ad	cdcp_SCDS0000317_GSM6376818	1070	21464
SCDS0000317	Homo sapiens / 人	GSM6376814_processed.h5ad	GSM6376814		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003405/GSM6376814_processed.h5ad	cdcp_SCDS0000317_GSM6376814	1027	19205
SCDS0000317	Homo sapiens / 人	GSM6376803_processed.h5ad	GSM6376803		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003401/GSM6376803_processed.h5ad	cdcp_SCDS0000317_GSM6376803	2816	27068
SCDS0000317	Homo sapiens / 人	GSM6376806_processed.h5ad	GSM6376806		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003413/GSM6376806_processed.h5ad	cdcp_SCDS0000317_GSM6376806	2031	25175
SCDS0000317	Homo sapiens / 人	GSM6376811_processed.h5ad	GSM6376811		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003414/GSM6376811_processed.h5ad	cdcp_SCDS0000317_GSM6376811	1211	20615
SCDS0000317	Homo sapiens / 人	GSM6376812_processed.h5ad	GSM6376812		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003400/GSM6376812_processed.h5ad	cdcp_SCDS0000317_GSM6376812	957	22994
SCDS0000317	Homo sapiens / 人	GSM6376804_processed.h5ad	GSM6376804		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003409/GSM6376804_processed.h5ad	cdcp_SCDS0000317_GSM6376804	1113	22980
SCDS0000317	Homo sapiens / 人	GSM6376807_processed.h5ad	GSM6376807		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003404/GSM6376807_processed.h5ad	cdcp_SCDS0000317_GSM6376807	2372	26277
SCDS0000317	Homo sapiens / 人	GSM6376822_processed.h5ad	GSM6376822		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003410/GSM6376822_processed.h5ad	cdcp_SCDS0000317_GSM6376822	3708	26886
SCDS0000317	Homo sapiens / 人	GSM6376813_processed.h5ad	GSM6376813		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003408/GSM6376813_processed.h5ad	cdcp_SCDS0000317_GSM6376813	413	20466
SCDS0000317	Homo sapiens / 人	GSM6376817_processed.h5ad	GSM6376817		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003411/GSM6376817_processed.h5ad	cdcp_SCDS0000317_GSM6376817	872	21030
SCDS0000317	Homo sapiens / 人	GSM6376805_processed.h5ad	GSM6376805		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003406/GSM6376805_processed.h5ad	cdcp_SCDS0000317_GSM6376805	2334	25971
SCDS0000317	Homo sapiens / 人	GSM6376819_processed.h5ad	GSM6376819		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003416/GSM6376819_processed.h5ad	cdcp_SCDS0000317_GSM6376819	1107	24895
SCDS0000317	Homo sapiens / 人	GSM6376816_processed.h5ad	GSM6376816		10x Genomics Chromium	snrna	Brain	Traumatic brain injury	https://db.cngb.org/cdcp/dataset/SCDS0000317		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000317/SCSP0003403/GSM6376816_processed.h5ad	cdcp_SCDS0000317_GSM6376816	864	19087
SCDS0000318	Homo sapiens / 人	GSM6071624_processed.h5ad	GSM6071624		10x Genomics Chromium	snrna	Adrenal gland		https://db.cngb.org/cdcp/dataset/SCDS0000318		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000318/SCSP0003419/GSM6071624_processed.h5ad	cdcp_SCDS0000318_GSM6071624	2333	21120
SCDS0000318	Homo sapiens / 人	GSM6071622_processed.h5ad	GSM6071622		10x Genomics Chromium	snrna	Adrenal gland		https://db.cngb.org/cdcp/dataset/SCDS0000318		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000318/SCSP0003421/GSM6071622_processed.h5ad	cdcp_SCDS0000318_GSM6071622	2801	22049
SCDS0000318	Homo sapiens / 人	GSM6071623_processed.h5ad	GSM6071623		10x Genomics Chromium	snrna	Adrenal gland		https://db.cngb.org/cdcp/dataset/SCDS0000318		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000318/SCSP0003417/GSM6071623_processed.h5ad	cdcp_SCDS0000318_GSM6071623	10243	29763
SCDS0000318	Homo sapiens / 人	GSM6071620_processed.h5ad	GSM6071620		10x Genomics Chromium	snrna	Adrenal gland		https://db.cngb.org/cdcp/dataset/SCDS0000318		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000318/SCSP0003420/GSM6071620_processed.h5ad	cdcp_SCDS0000318_GSM6071620	6696	28015
SCDS0000319	Homo sapiens / 人	GSM6212685_processed.h5ad	GSM6212685		10x Genomics Chromium	snrna	Thymus		https://db.cngb.org/cdcp/dataset/SCDS0000319		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000319/SCSP0003424/GSM6212685_processed.h5ad	cdcp_SCDS0000319_GSM6212685	2771	21360
SCDS0000319	Homo sapiens / 人	GSM6212684_processed.h5ad	GSM6212684		10x Genomics Chromium	snrna	Thymus		https://db.cngb.org/cdcp/dataset/SCDS0000319		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000319/SCSP0003422/GSM6212684_processed.h5ad	cdcp_SCDS0000319_GSM6212684	5089	22631
SCDS0000319	Homo sapiens / 人	GSM6212682_processed.h5ad	GSM6212682		10x Genomics Chromium	snrna	Thymus		https://db.cngb.org/cdcp/dataset/SCDS0000319		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000319/SCSP0003423/GSM6212682_processed.h5ad	cdcp_SCDS0000319_GSM6212682	6717	21458
SCDS0000319	Homo sapiens / 人	GSM6212683_processed.h5ad	GSM6212683		10x Genomics Chromium	snrna	Thymus		https://db.cngb.org/cdcp/dataset/SCDS0000319		https://ftp.cngb.org/pub/SciRAID/cdcp/SCDS0000319/SCSP0003425/GSM6212683_processed.h5ad	cdcp_SCDS0000319_GSM6212683	9504	23037
